,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
3190,74,73,73,73,73,73,73,73,73,73,73,73,73,82,82,82,82,77,77,77,77,72,72,72,72,70,70,70,70,69,69,69,69,70,70,70,70,68,68,68,68,70,70,70,70,72,72,72,72,77,77,77,77,75,75,75,75,74,74,74,S3,1504373400,2017-09-02 17:30:00,1504374300,0,0.0,4,1.6,0
3191,74,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,73,73,73,73,74,74,74,74,75,75,75,75,77,77,77,S3,1504374300,2017-09-02 17:45:00,1504375200,0,0.0,4,0.733333333333333,0
3192,77,86,86,86,86,77,77,77,77,74,74,74,74,74,74,74,74,73,73,73,73,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,73,73,73,73,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,S3,1504375200,2017-09-02 18:00:00,1504376100,0,0.0,3,1.53333333333333,0
3193,73,75,75,75,75,72,72,72,72,73,73,73,73,75,75,75,75,74,74,74,74,72,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,S3,1504376100,2017-09-02 18:15:00,1504377000,0,0.0,7,2.73333333333333,0
3194,74,87,87,87,87,94,94,94,94,90,90,90,90,79,79,79,79,75,75,75,75,73,73,73,73,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,72,72,72,72,72,72,72,S3,1504377000,2017-09-02 18:30:00,1504377900,0,0.0,7,1.13333333333333,0
3195,72,73,73,73,73,74,74,74,74,87,87,87,87,79,79,79,79,75,75,75,75,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,S3,1504377900,2017-09-02 18:45:00,1504378800,0,0.0,4,0.4,0
3196,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,75,75,75,76,76,76,76,86,86,86,86,96,96,96,96,88,88,88,88,79,79,79,79,76,76,76,76,76,76,76,76,75,75,75,75,84,84,84,84,93,93,93,S3,1504378800,2017-09-02 19:00:00,1504379700,0,0.0,7,1.73333333333333,0
3197,93,83,83,83,83,94,94,94,94,89,89,89,89,88,88,88,88,92,92,92,92,84,84,84,84,82,82,82,82,83,83,83,83,92,92,92,92,89,89,89,89,83,83,83,83,91,91,91,91,90,90,90,90,84,84,84,84,81,81,81,S3,1504379700,2017-09-02 19:15:00,1504380600,0,0.0,4,2.66666666666667,0
3198,81,82,82,82,82,81,81,81,81,83,83,83,83,117,117,117,117,113,113,113,113,98,98,98,98,99,99,99,99,98,98,98,98,96,96,96,96,103,103,103,103,101,101,101,101,93,93,93,93,91,91,91,91,92,92,92,92,85,85,85,S3,1504380600,2017-09-02 19:30:00,1504381500,0,0.0,7,1.26666666666667,0
3199,85,94,94,94,94,87,87,87,87,86,86,86,86,89,89,89,89,79,79,79,79,80,80,80,80,79,79,79,79,79,79,79,79,84,84,84,84,80,80,80,80,85,85,85,85,92,92,92,92,91,91,91,91,87,87,87,87,77,77,77,S3,1504381500,2017-09-02 19:45:00,1504382400,0,0.0,4,3.46666666666667,0
3200,77,76,76,76,76,81,81,81,81,74,74,74,74,74,74,74,74,74,74,74,74,73,73,73,73,75,75,75,75,89,89,89,89,86,86,86,86,88,88,88,88,85,85,85,85,82,82,82,82,76,76,76,76,75,75,75,75,72,72,72,S3,1504382400,2017-09-02 20:00:00,1504383300,0,0.0,7,3.66666666666667,0
3201,72,70,70,70,70,70,70,70,70,90,90,90,90,88,88,88,88,89,89,89,89,86,86,86,86,89,89,89,89,90,90,90,90,88,88,88,88,87,87,87,87,91,91,91,91,98,98,98,98,88,88,88,88,88,88,88,88,90,90,90,S3,1504383300,2017-09-02 20:15:00,1504384200,0,0.0,7,5.4,0
3202,90,90,90,90,90,82,82,82,82,75,75,75,75,75,75,75,75,74,74,74,74,73,73,73,73,73,73,73,73,72,72,72,72,72,72,72,72,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,83,83,83,83,89,89,89,S3,1504384200,2017-09-02 20:30:00,1504385100,0,0.0,7,2.33333333333333,0
3203,89,95,95,95,95,93,93,93,93,88,88,88,88,86,86,86,86,88,88,88,88,81,81,81,81,82,82,82,82,87,87,87,87,81,81,81,81,83,83,83,83,79,79,79,79,72,72,72,72,71,71,71,71,70,70,70,70,69,69,69,S3,1504385100,2017-09-02 20:45:00,1504386000,0,0.0,7,3.66666666666667,0
3204,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,80,80,80,80,87,87,87,87,82,82,82,82,73,73,73,73,70,70,70,70,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,S3,1504386000,2017-09-02 21:00:00,1504386900,0,0.0,7,1.53333333333333,0
3205,68,68,68,68,68,69,69,69,69,68,68,68,68,69,69,69,69,68,68,68,68,69,69,69,69,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,68,68,68,68,68,68,68,68,69,69,69,69,70,70,70,S3,1504386900,2017-09-02 21:15:00,1504387800,0,0.01,3,1.33333333333333,0
3206,70,68,68,68,68,68,68,68,68,69,69,69,69,68,68,68,68,68,68,68,68,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,73,73,73,73,95,95,95,95,83,83,83,83,75,75,75,75,71,71,71,71,70,70,70,S3,1504387800,2017-09-02 21:30:00,1504388700,0,0.0,4,1.8,0
3207,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,72,72,72,72,71,71,71,71,71,71,71,71,72,72,72,72,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,S3,1504388700,2017-09-02 21:45:00,1504389600,0,0.0,3,1.53333333333333,0
3208,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72,72,72,71,71,71,71,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,70,70,70,70,71,71,71,71,70,70,70,70,71,71,71,71,71,71,71,S3,1504389600,2017-09-02 22:00:00,1504390500,0,0.0,3,0.666666666666666,0
3209,71,71,71,71,71,71,71,71,71,72,72,72,72,80,80,80,80,88,88,88,88,100,100,100,100,105,105,105,105,90,90,90,90,77,77,77,77,81,81,81,81,72,72,72,72,84,84,84,84,81,81,81,81,76,76,76,76,94,94,94,S3,1504390500,2017-09-02 22:15:00,1504391400,0,0.0,4,2.26666666666667,0
3210,94,86,86,86,86,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,72,72,72,72,85,85,85,85,84,84,84,84,87,87,87,87,79,79,79,79,74,74,74,74,72,72,72,72,69,69,69,69,66,66,66,66,65,65,65,S3,1504391400,2017-09-02 22:30:00,1504392300,0,0.0,4,2.46666666666667,0
3211,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S3,1504392300,2017-09-02 22:45:00,1504393200,0,0.0,0,0.0,1
3212,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S3,1504393200,2017-09-02 23:00:00,1504394100,0,0.0,0,0.0,1
3213,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S3,1504394100,2017-09-02 23:15:00,1504395000,0,0.0,4,0.266666666666666,1
3214,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,63,63,63,S3,1504395000,2017-09-02 23:30:00,1504395900,0,0.0,4,0.266666666666666,1
3215,63,61,61,61,61,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,S3,1504395900,2017-09-02 23:45:00,1504396800,0,0.0,2,0.133333333333333,1
3216,64,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,S3,1504396800,2017-09-03 00:00:00,1504397700,0,0.0,3,0.733333333333333,1
3217,64,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,62,62,62,62,60,60,60,60,60,60,60,S3,1504397700,2017-09-03 00:15:00,1504398600,0,0.0,7,0.466666666666666,1
3218,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504398600,2017-09-03 00:30:00,1504399500,0,0.0,3,0.2,1
3219,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504399500,2017-09-03 00:45:00,1504400400,0,0.0,3,0.2,1
3220,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504400400,2017-09-03 01:00:00,1504401300,0,0.0,0,0.0,1
3221,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504401300,2017-09-03 01:15:00,1504402200,0,0.0,3,0.4,1
3222,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,68,68,68,68,73,73,73,73,64,64,64,64,61,61,61,61,60,60,60,60,60,60,60,S3,1504402200,2017-09-03 01:30:00,1504403100,0,0.0,4,0.266666666666666,1
3223,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,71,71,71,71,74,74,74,74,64,64,64,64,61,61,61,S3,1504403100,2017-09-03 01:45:00,1504404000,0,0.0,4,0.666666666666666,1
3224,61,60,60,60,60,60,60,60,60,60,60,60,60,69,69,69,69,66,66,66,66,62,62,62,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504404000,2017-09-03 02:00:00,1504404900,0,0.0,3,0.333333333333333,1
3225,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504404900,2017-09-03 02:15:00,1504405800,0,0.0,0,0.0,1
3226,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,52,52,52,52,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S3,1504405800,2017-09-03 02:30:00,1504406700,0,0.0,3,0.2,1
3227,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,64,64,64,64,65,65,65,65,58,58,58,58,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,S3,1504406700,2017-09-03 02:45:00,1504407600,0,0.0,2,0.4,1
3228,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,S3,1504407600,2017-09-03 03:00:00,1504408500,0,0.0,2,0.266666666666666,1
3229,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,S3,1504408500,2017-09-03 03:15:00,1504409400,0,0.0,4,0.266666666666666,1
3230,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S3,1504409400,2017-09-03 03:30:00,1504410300,0,0.0,4,0.266666666666666,1
3231,56,57,57,57,57,57,57,57,57,58,58,58,58,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,S3,1504410300,2017-09-03 03:45:00,1504411200,0,0.0,4,0.8,1
3232,59,59,59,59,59,58,58,58,58,59,59,59,59,59,59,59,59,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,S3,1504411200,2017-09-03 04:00:00,1504412100,0,0.0,3,0.333333333333333,1
3233,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S3,1504412100,2017-09-03 04:15:00,1504413000,0,0.0,0,0.0,1
3234,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S3,1504413000,2017-09-03 04:30:00,1504413900,0,0.0,0,0.0,1
3235,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S3,1504413900,2017-09-03 04:45:00,1504414800,0,0.0,0,0.0,1
3236,58,58,58,58,58,58,58,58,58,59,59,59,59,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1504414800,2017-09-03 05:00:00,1504415700,0,0.0,3,0.2,1
3237,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,71,71,71,71,65,65,65,65,62,62,62,62,61,61,61,S3,1504415700,2017-09-03 05:15:00,1504416600,0,0.0,4,0.266666666666666,1
3238,61,60,60,60,60,67,67,67,67,75,75,75,75,64,64,64,64,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,73,73,73,73,80,80,80,80,77,77,77,77,101,101,101,S3,1504416600,2017-09-03 05:30:00,1504417500,0,0.0,7,2.8,0
3239,101,116,116,116,116,96,96,96,96,84,84,84,84,73,73,73,73,62,62,62,62,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,78,78,78,78,104,104,104,104,102,102,102,102,93,93,93,93,86,86,86,86,84,84,84,S3,1504417500,2017-09-03 05:45:00,1504418400,0,0.0,7,3.0,0
3240,84,84,84,84,84,93,93,93,93,100,100,100,100,88,88,88,88,82,82,82,82,81,81,81,81,80,80,80,80,84,84,84,84,88,88,88,88,76,76,76,76,75,75,75,75,79,79,79,79,90,90,90,90,82,82,82,82,71,71,71,S3,1504418400,2017-09-03 06:00:00,1504419300,0,0.0,7,5.6,0
3241,71,76,76,76,76,77,77,77,77,82,82,82,82,89,89,89,89,81,81,81,81,78,78,78,78,95,95,95,95,86,86,86,86,77,77,77,77,81,81,81,81,80,80,80,80,78,78,78,78,77,77,77,77,78,78,78,78,72,72,72,S3,1504419300,2017-09-03 06:15:00,1504420200,0,0.0,7,4.26666666666667,0
3242,72,75,75,75,75,74,74,74,74,77,77,77,77,75,75,75,75,70,70,70,70,70,70,70,70,74,74,74,74,73,73,73,73,73,73,73,73,72,72,72,72,95,95,95,95,79,79,79,79,78,78,78,78,78,78,78,78,79,79,79,S3,1504420200,2017-09-03 06:30:00,1504421100,0,0.0,7,4.33333333333333,0
3243,79,80,80,80,80,75,75,75,75,77,77,77,77,79,79,79,79,76,76,76,76,83,83,83,83,79,79,79,79,77,77,77,77,84,84,84,84,82,82,82,82,80,80,80,80,73,73,73,73,78,78,78,78,81,81,81,81,76,76,76,S3,1504421100,2017-09-03 06:45:00,1504422000,0,0.0,7,4.2,0
3244,76,72,72,72,72,69,69,69,69,69,69,69,69,67,67,67,67,68,68,68,68,67,67,67,67,68,68,68,68,77,77,77,77,72,72,72,72,67,67,67,67,65,65,65,65,65,65,65,65,64,64,64,64,71,71,71,71,88,88,88,S3,1504422000,2017-09-03 07:00:00,1504422900,0,0.0,4,4.0,0
3245,88,85,85,85,85,84,84,84,84,84,84,84,84,84,84,84,84,82,82,82,82,83,83,83,83,96,96,96,96,103,103,103,103,96,96,96,96,80,80,80,80,73,73,73,73,69,69,69,69,82,82,82,82,79,79,79,79,73,73,73,S3,1504422900,2017-09-03 07:15:00,1504423800,0,0.0,7,4.53333333333333,0
3246,73,68,68,68,68,67,67,67,67,68,68,68,68,67,67,67,67,67,67,67,67,65,65,65,65,55,55,55,55,54,54,54,54,66,66,66,66,79,79,79,79,74,74,74,74,74,74,74,74,81,81,81,81,80,80,80,80,80,80,80,S3,1504423800,2017-09-03 07:30:00,1504424700,0,0.0,4,4.0,0
3247,80,75,75,75,75,69,69,69,69,79,79,79,79,82,82,82,82,82,82,82,82,71,71,71,71,70,70,70,70,76,76,76,76,79,79,79,79,86,86,86,86,90,90,90,90,83,83,83,83,76,76,76,76,69,69,69,69,85,85,85,S3,1504424700,2017-09-03 07:45:00,1504425600,0,0.0,4,4.0,0
3248,85,86,86,86,86,79,79,79,79,78,78,78,78,72,72,72,72,85,85,85,85,80,80,80,80,71,71,71,71,70,70,70,70,70,70,70,70,69,69,69,69,71,71,71,71,71,71,71,71,71,71,71,71,70,70,70,70,72,72,72,S3,1504425600,2017-09-03 08:00:00,1504426500,0,0.0,4,2.2,0
3249,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,73,73,73,73,70,70,70,70,85,85,85,85,81,81,81,81,81,81,81,81,74,74,74,74,75,75,75,S3,1504426500,2017-09-03 08:15:00,1504427400,0,0.0,4,2.66666666666667,0
3250,75,83,83,83,83,77,77,77,77,83,83,83,83,68,68,68,68,76,76,76,76,84,84,84,84,74,74,74,74,72,72,72,72,82,82,82,82,85,85,85,85,72,72,72,72,78,78,78,78,81,81,81,81,79,79,79,79,81,81,81,S3,1504427400,2017-09-03 08:30:00,1504428300,0,0.0,7,4.2,0
3251,81,83,83,83,83,71,71,71,71,98,98,98,98,90,90,90,90,88,88,88,88,88,88,88,88,75,75,75,75,72,72,72,72,76,76,76,76,67,67,67,67,78,78,78,78,78,78,78,78,90,90,90,90,84,84,84,84,74,74,74,S3,1504428300,2017-09-03 08:45:00,1504429200,0,0.0,7,4.8,0
3252,74,67,67,67,67,67,67,67,67,62,62,62,62,63,63,63,63,62,62,62,62,60,60,60,60,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,64,64,64,64,62,62,62,S3,1504429200,2017-09-03 09:00:00,1504430100,0,0.0,4,1.46666666666667,0
3253,62,63,63,63,63,63,63,63,63,71,71,71,71,72,72,72,72,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,61,61,61,61,64,64,64,64,64,64,64,64,62,62,62,62,61,61,61,61,61,61,61,61,63,63,63,S3,1504430100,2017-09-03 09:15:00,1504431000,0,0.0,3,2.6,0
3254,63,62,62,62,62,64,64,64,64,62,62,62,62,64,64,64,64,67,67,67,67,62,62,62,62,62,62,62,62,77,77,77,77,92,92,92,92,81,81,81,81,81,81,81,81,77,77,77,77,78,78,78,78,82,82,82,82,82,82,82,S3,1504431000,2017-09-03 09:30:00,1504431900,0,0.0,7,3.73333333333333,0
3255,82,77,77,77,77,80,80,80,80,70,70,70,70,86,86,86,86,84,84,84,84,85,85,85,85,82,82,82,82,72,72,72,72,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,66,66,66,66,72,72,72,72,81,81,81,S3,1504431900,2017-09-03 09:45:00,1504432800,0,0.0,7,3.26666666666667,0
3256,81,82,82,82,82,82,82,82,82,76,76,76,76,70,70,70,70,67,67,67,67,68,68,68,68,67,67,67,67,67,67,67,67,68,68,68,68,70,70,70,70,68,68,68,68,77,77,77,77,84,84,84,84,78,78,78,78,77,77,77,S3,1504432800,2017-09-03 10:00:00,1504433700,0,0.0,4,3.4,0
3257,77,70,70,70,70,72,72,72,72,69,69,69,69,73,73,73,73,77,77,77,77,73,73,73,73,70,70,70,70,77,77,77,77,70,70,70,70,66,66,66,66,76,76,76,76,75,75,75,75,70,70,70,70,62,62,62,62,62,62,62,S3,1504433700,2017-09-03 10:15:00,1504434600,0,0.0,4,3.73333333333333,0
3258,62,77,77,77,77,74,74,74,74,77,77,77,77,76,76,76,76,70,70,70,70,73,73,73,73,78,78,78,78,76,76,76,76,72,72,72,72,70,70,70,70,78,78,78,78,71,71,71,71,83,83,83,83,86,86,86,86,81,81,81,S3,1504434600,2017-09-03 10:30:00,1504435500,0,0.0,7,4.4,0
3259,81,107,107,107,107,94,94,94,94,76,76,76,76,69,69,69,69,69,69,69,69,67,67,67,67,62,62,62,62,59,59,59,59,59,59,59,59,72,72,72,72,90,90,90,90,95,95,95,95,86,86,86,86,81,81,81,81,81,81,81,S3,1504435500,2017-09-03 10:45:00,1504436400,0,0.0,7,4.0,0
3260,81,88,88,88,88,83,83,83,83,74,74,74,74,70,70,70,70,90,90,90,90,94,94,94,94,96,96,96,96,80,80,80,80,75,75,75,75,72,72,72,72,73,73,73,73,75,75,75,75,75,75,75,75,72,72,72,72,71,71,71,S3,1504436400,2017-09-03 11:00:00,1504437300,0,0.0,7,4.33333333333333,0
3261,71,70,70,70,70,66,66,66,66,71,71,71,71,77,77,77,77,77,77,77,77,75,75,75,75,76,76,76,76,74,74,74,74,74,74,74,74,73,73,73,73,73,73,73,73,76,76,76,76,71,71,71,71,75,75,75,75,75,75,75,S3,1504437300,2017-09-03 11:15:00,1504438200,0,0.0,7,5.0,0
3262,75,76,76,76,76,72,72,72,72,67,67,67,67,68,68,68,68,70,70,70,70,80,80,80,80,86,86,86,86,96,96,96,96,100,100,100,100,93,93,93,93,78,78,78,78,77,77,77,77,71,71,71,71,69,69,69,69,70,70,70,S3,1504438200,2017-09-03 11:30:00,1504439100,0,0.0,7,4.06666666666667,0
3263,70,71,71,71,71,76,76,76,76,78,78,78,78,80,80,80,80,78,78,78,78,72,72,72,72,71,71,71,71,69,69,69,69,68,68,68,68,68,68,68,68,67,67,67,67,65,65,65,65,65,65,65,65,65,65,65,65,64,64,64,S3,1504439100,2017-09-03 11:45:00,1504440000,0,0.0,4,4.0,0
3264,64,67,67,67,67,65,65,65,65,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,68,68,68,68,78,78,78,78,76,76,76,76,74,74,74,74,67,67,67,67,67,67,67,67,77,77,77,77,69,69,69,69,65,65,65,S3,1504440000,2017-09-03 12:00:00,1504440900,0,0.0,4,3.6,0
3265,65,69,69,69,69,67,67,67,67,67,67,67,67,93,93,93,93,105,105,105,105,86,86,86,86,92,92,92,92,93,93,93,93,82,82,82,82,77,77,77,77,76,76,76,76,75,75,75,75,85,85,85,85,80,80,80,80,86,86,86,S3,1504440900,2017-09-03 12:15:00,1504441800,0,0.0,7,2.8,0
3266,86,118,118,118,118,109,109,109,109,98,98,98,98,97,97,97,97,97,97,97,97,96,96,96,96,96,96,96,96,97,97,97,97,95,95,95,95,94,94,94,94,90,90,90,90,90,90,90,90,86,86,86,86,90,90,90,90,88,88,88,S3,1504441800,2017-09-03 12:30:00,1504442700,0,0.0,7,2.73333333333333,0
3267,88,91,91,91,91,110,110,110,110,113,113,113,113,104,104,104,104,98,98,98,98,96,96,96,96,95,95,95,95,96,96,96,96,95,95,95,95,92,92,92,92,86,86,86,86,91,91,91,91,90,90,90,90,87,87,87,87,80,80,80,S3,1504442700,2017-09-03 12:45:00,1504443600,0,0.0,7,2.46666666666667,0
3268,80,79,79,79,79,81,81,81,81,82,82,82,82,89,89,89,89,90,90,90,90,83,83,83,83,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,76,76,76,76,79,79,79,79,93,93,93,93,86,86,86,86,78,78,78,S3,1504443600,2017-09-03 13:00:00,1504444500,0,0.0,3,2.2,0
3269,78,76,76,76,76,77,77,77,77,89,89,89,89,81,81,81,81,77,77,77,77,84,84,84,84,88,88,88,88,79,79,79,79,77,77,77,77,73,73,73,73,74,74,74,74,75,75,75,75,78,78,78,78,93,93,93,93,88,88,88,S3,1504444500,2017-09-03 13:15:00,1504445400,0,0.0,3,2.8,0
3270,88,76,76,76,76,79,79,79,79,83,83,83,83,80,80,80,80,88,88,88,88,89,89,89,89,85,85,85,85,77,77,77,77,83,83,83,83,87,87,87,87,85,85,85,85,78,78,78,78,77,77,77,77,75,75,75,75,93,93,93,S3,1504445400,2017-09-03 13:30:00,1504446300,0,0.0,4,3.06666666666667,0
